ComplaintID,Complaint,Category,Urgency
CMP_11961,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_11962,rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_11963,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_11964,sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_11965,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_11966,"the authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_11967,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_11968,The window latch in room 371 is loose and needs to be tightened.,Hostel,Low
CMP_11969,the washbasin tap in room 497 is dripping slowly continuously.,Plumbing,Low
CMP_11970,The nylon net on the basketball hoop is rally torn and needs replacement.,Sports,Low
CMP_11971,The air conditioning in the long-route university bus number Shuttle-A is completely broken.,Transport,Medium
CMP_11972,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_11973,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_11974,One of the three tube lights in room 106 has fused.,Electricity,Low
CMP_11975,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_11976,a dangerous chemical spill of concentrated sulfuric acid occurred on bench 32.,Laboratory,Critical
CMP_11977,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_11978,a critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_11979,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_11980,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_11981,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_11982,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_11983,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_11984,The CCTV camera covering the main entrance of Girls Hostel Block D is out of focus and blurred.,Security,Medium
CMP_11985,The visitor logbook at the entrance gate is not being filled out properly by guards.,Security,Low
CMP_11986,A student is unconscious and unresponsive in room 462 following a sudden seizure.,Medical,Critical
CMP_11987,No hot water supply in the showers of Boys Hostel Block B during early morning hours.,Plumbing,Medium
CMP_11988,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_11989,The breakfast was served cold today at the counter.,Mess,Low
CMP_11990,The barcode scanner at the return counter is rally failing to scan books quickly.,Library,Low
CMP_11991,The washbasin tap in room 244 is dripping slowly continuously.,Plumbing,Low
CMP_11992,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_11993,A student is unconscious and unresponsive in room 465 following a sudden seizure.,Medical,Critical
CMP_11994,The washbasin tap in room 154 is dripping slowly continuously.,Plumbing,Low
CMP_11995,"A large chunk of plaster fell from the ceiling in room 505, narrowly missing a student.",Hostel,Critical
CMP_11996,A professor is refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_11997,Frequent voltage fluctuations in Boys Hostel Block A are causing laptops to restart continuously.,Electricity,Medium
CMP_11998,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_11999,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_12000,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_12001,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_12002,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_12003,The mouse attached to computer terminal 35 in the computer lab is malfunctioning.,Laboratory,Low
CMP_12004,The mouse attached to computer terminal 11 in the computer lab is malfunctioning.,Laboratory,Low
CMP_12005,The breakfast was served cold today at the counter.,Mess,Low
CMP_12006,The WiFi network speed in Boys Hostel Block B has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_12007,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_12008,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_12009,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_12010,The digital thermometer at the campus clinic is rally out of battery and nt replaced.,Medical,Medium
CMP_12011,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_12012,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_12013,The air conditioning in the long-route university bus number B-07 is completely broken.,Transport,Medium
CMP_12014,Sparking and a burning plastic smell coming from the distribution board near room 166.,Electricity,Critical
CMP_12015,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_12016,"The main water pipeline has burst, causing massive flooding in the basement of Girls Hostel Block D.",Plumbing,High
CMP_12017,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12018,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_12019,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_12020,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_12021,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12022,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_12023,mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_12024,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12025,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_12026,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_12027,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_12028,"A large chunk of plaster fell from the ceiling in room 426, narrowly missing a student.",Hostel,Critical
CMP_12029,the cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12030,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12031,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12032,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12033,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_12034,Bedbugs found in the mattress provided in room 157 of Hostel 5.,Hostel,Medium
CMP_12035,Severe water leakage from the ceiling in room 446 damaging personal belongings.,Hostel,High
CMP_12036,a bicycle locked near block girls hostel block c was stolen during broad daylight.,Security,Medium
CMP_12037,The digital library portal is rally completely inaccessible right before the mid-term examinations.,Library,High
CMP_12038,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_12039,The visitor logbook at the entrance gate is not being filled out properly by guards.,Security,Low
CMP_12040,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_12041,the grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12042,One of the three tube lights in room 217 has fused.,Electricity,Low
CMP_12043,The breakfast was served cold today at the counter.,Mess,Low
CMP_12044,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 19.,Laboratory,Critical
CMP_12045,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_12046,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12047,The CCTV camera covering the main entrance of Girls Hostel Block C is out of focus and blurred.,Security,Medium
CMP_12048,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_12049,The WiFi network speed in PG Married Hostel has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_12050,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_12051,The window latch in room 566 is loose and needs to be tightened.,Hostel,Low
CMP_12052,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_12053,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12054,The elevator in PG Married Hostel is jerking badly while moving between floors.,Hostel,Medium
CMP_12055,"A large chunk of plaster fell from the ceiling in room 105, narrowly missing a student.",Hostel,Critical
CMP_12056,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12057,The barcode scanner at the return counter is rally failing to scan books quickly.,Library,Low
CMP_12058,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12059,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12060,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12061,The seat covers on campus bus number B-07 are torn and dirty.,Transport,Low
CMP_12062,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12063,No hot water supply in the showers of Hostel 9 during early morning hours.,Plumbing,Medium
CMP_12064,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_12065,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_12066,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_12067,Live naked electric wires are exposed in the hallway of the fourth floor near the water cooler.,Electricity,Critical
CMP_12068,Complete network outage across the entire Boys Hostel Block A block preventing project submissions.,Internet,High
CMP_12069,The ceiling fan in room 457 is rally making a slight clicking sound.,Hostel,Low
CMP_12070,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_12071,A student is unconscious and unresponsive in room 541 following a sudden seizure.,Medical,Critical
CMP_12072,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_12073,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12074,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_12075,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_12076,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_12077,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_12078,The breakfast was served cold today at the counter.,Mess,Low
CMP_12079,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_12080,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12081,The WiFi network speed in Hostel 9 has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_12082,The WiFi network speed in Girls Hostel Block D has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_12083,Severe water leakage from the ceiling in room 442 damaging personal belongings.,Hostel,High
CMP_12084,Live naked electric wires are exposed in the hallway of the first floor near the water cooler.,Electricity,Critical
CMP_12085,The grip tape on the badminton racquets in the inventory is rally completely worn out.,Sports,Low
CMP_12086,the breakfast was served cold today at the counter.,Mess,Low
CMP_12087,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_12088,Bedbugs found in the mattress provided in room 322 of Boys Hostel Block B.,Hostel,Medium
CMP_12089,The study lamp socket on table 19 is not drawing any power.,Electricity,Low
CMP_12090,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_12091,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_12092,The main entry door lock for room 264 is completely broken and cannot be locked.,Hostel,High
CMP_12093,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_12094,"The main water pipeline has burst, causing massive flooding in the basement of Hostel 9.",Plumbing,High
CMP_12095,Oscilloscope number 13 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_12096,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12097,The toilet flush mechanism in bathroom 4 is broken and not working.,Plumbing,Medium
CMP_12098,The balcony railing on the third floor of Boys Hostel Block B is rally completely detached and hanging.,Hostel,Critical
CMP_12099,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_12100,an unidentified suspicious outsider entered the hostel premises without authorization or id check.,Security,High
CMP_12101,the driver of route shuttle-a was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12102,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_12103,wifi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_12104,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_12105,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_12106,the study lamp socket on table 39 is not drawing any power.,Electricity,Low
CMP_12107,LAN connection port in room 151 is physically damaged and loose.,Internet,Medium
CMP_12108,A gas cylinder regulator valve in the chemical laboratory is rally jammed and leaking a distinct smell.,Laboratory,High
CMP_12109,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_12110,the glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12111,A bicycle locked near block PG Married Hostel was stolen during broad daylight.,Security,Medium
CMP_12112,A student is unconscious and unresponsive in room 388 following a sudden seizure.,Medical,Critical
CMP_12113,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12114,The brakes of campus bus number B-04 failed completely while descending the hill road.,Transport,Critical
CMP_12115,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_12116,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12117,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_12118,Firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_12119,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_12120,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_12121,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12122,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_12123,LAN connection port in room 547 is physically damaged and loose.,Internet,Medium
CMP_12124,The CCTV camera covering the main entrance of Girls Hostel Block D is out of focus and blurred.,Security,Medium
CMP_12125,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_12126,The window latch in room 485 is loose and needs to be tightened.,Hostel,Low
CMP_12127,an armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_12128,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12129,essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_12130,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_12131,No hot water supply in the showers of Girls Hostel Block D during early morning hours.,Plumbing,Medium
CMP_12132,the evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_12133,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_12134,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_12135,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12136,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_12137,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_12138,A caterpillar and dead flies were found in the vegetable curry served during dinner.,Mess,High
CMP_12139,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_12140,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_12141,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_12142,The toilet flush mechanism in bathroom 8 is rally broken and nt workin.,Plumbing,Medium
CMP_12143,Frequent voltage fluctuations in Boys Hostel Block A are causing laptops to restart continuously.,Electricity,Medium
CMP_12144,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_12145,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_12146,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_12147,The brakes of campus bus number B-04 failed completely while descending the hill road.,Transport,Critical
CMP_12148,Sparking and a burning plastic smell coming from the distribution board near room 394.,Electricity,Critical
CMP_12149,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_12150,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_12151,the washbasin tap in room 169 is dripping slowly continuously.,Plumbing,Low
CMP_12152,The main circuit breaker keeps tripping every time the air conditioner is rally turned on.,Electricity,High
CMP_12153,The mouse attached to computer terminal 15 in the computer lab is malfunctioning.,Laboratory,Low
CMP_12154,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12155,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_12156,the cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12157,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_12158,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12159,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_12160,The window latch in room 498 is loose and needs to be tightened.,Hostel,Low
CMP_12161,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_12162,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12163,The seat covers on campus bus number B-04 are torn and dirty.,Transport,Low
CMP_12164,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_12165,The ceiling fan in room 356 is rally making a slight clicking sound.,Hostel,Low
CMP_12166,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_12167,The balcony railing on the fourth floor of Hostel 9 is completely detached and hanging.,Hostel,Critical
CMP_12168,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_12169,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_12170,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_12171,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12172,Oscilloscope number 5 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_12173,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_12174,The washbasin tap in room 546 is dripping slowly continuously.,Plumbing,Low
CMP_12175,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12176,The washbasin tap in room 309 is dripping slowly continuously.,Plumbing,Low
CMP_12177,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12178,The window latch in room 492 is loose and needs to be tightened.,Hostel,Low
CMP_12179,the mouse attached to computer terminal 37 in the computer lab is rally malfunctioning.,Laboratory,Low
CMP_12180,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_12181,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12182,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_12183,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_12184,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_12185,The balcony railing on the second floor of PG Married Hostel is completely detached and hanging.,Hostel,Critical
CMP_12186,LAN connection port in room 515 is physically damaged and loose.,Internet,Medium
CMP_12187,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_12188,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12189,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_12190,mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_12191,A student is unconscious and unresponsive in room 137 following a sudden seizure.,Medical,Critical
CMP_12192,A professor is refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_12193,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_12194,The visitor logbook at the entrance gate is not being filled out properly by guards.,Security,Low
CMP_12195,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_12196,"The main water pipeline has burst, causing massive flooding in the basement of Boys Hostel Block A.",Plumbing,High
CMP_12197,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12198,A bicycle locked near block Boys Hostel Block A was stolen during broad daylight.,Security,Medium
CMP_12199,Severe water leakage from the ceiling in room 131 damaging personal belongings.,Hostel,High
CMP_12200,One of the three tube lights in room 466 has fused.,Electricity,Low
CMP_12201,The driver of route B-04 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12202,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_12203,the weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_12204,the seat covers on campus bus number b-12 are torn and dirty.,Transport,Low
CMP_12205,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_12206,"A large chunk of plaster fell from the ceiling in room 237, narrowly missing a student.",Hostel,Critical
CMP_12207,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_12208,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12209,One of the three tube lights in room 352 has fused.,Electricity,Low
CMP_12210,"the main water pipeline has burst, causing massive flooding in the basement of boys hostel block a.",Plumbing,High
CMP_12211,A bicycle locked near block Boys Hostel Block A was stolen during broad daylight.,Security,Medium
CMP_12212,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12213,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_12214,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_12215,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_12216,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_12217,The toilet flush mechanism in bathroom 4 is rally broken and nt workin.,Plumbing,Medium
CMP_12218,The digital library portal is rally completely inaccessible right before the mid-term examinations.,Library,High
CMP_12219,The driver of route Shuttle-A was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12220,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_12221,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_12222,"the floodlights on the football ground are nt turning on, stopping evening practice.",Sports,Medium
CMP_12223,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_12224,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12225,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_12226,Severe water leakage from the ceiling in room 106 damaging personal belongings.,Hostel,High
CMP_12227,Live naked electric wires are exposed in the hallway of the second floor near the water cooler.,Electricity,Critical
CMP_12228,The barcode scanner at the return counter is rally failing to scan books quickly.,Library,Low
CMP_12229,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_12230,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_12231,Firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_12232,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12233,The driver of route Shuttle-C was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_12234,The seat covers on campus bus number B-04 are torn and dirty.,Transport,Low
CMP_12235,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_12236,The washbasin tap in room 502 is dripping slowly continuously.,Plumbing,Low
CMP_12237,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_12238,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_12239,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_12240,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_12241,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12242,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_12243,the air conditioning in the long-route university bus number b-01 is completely broken.,Transport,Medium
CMP_12244,"A large chunk of plaster fell from the ceiling in room 143, narrowly missing a student.",Hostel,Critical
CMP_12245,The breakfast was served cold today at the counter.,Mess,Low
CMP_12246,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_12247,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_12248,"the spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_12249,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_12250,Severe water leakage from the ceiling in room 135 damaging personal belongings.,Hostel,High
CMP_12251,the glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_12252,"The morning campus bus is rally severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_12253,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_12254,The washbasin tap in room 167 is rally dripping slowly continuously.,Plumbing,Low
CMP_12255,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_12256,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_12257,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_12258,LAN connection port in room 253 is physically damaged and loose.,Internet,Medium
CMP_12259,Rainwater is rally leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_12260,firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_12261,Bedbugs found in the mattress provided in room 331 of Girls Hostel Block D.,Hostel,Medium
CMP_12262,The elevator in Boys Hostel Block B is jerking badly while moving between floors.,Hostel,Medium
CMP_12263,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_12264,A bicycle locked near block Hostel 5 was stolen during broad daylight.,Security,Medium
CMP_12265,Complete network outage across the entire Girls Hostel Block C block preventing project submissions.,Internet,High
CMP_12266,Frequent voltage fluctuations in Hostel 9 are causing laptops to restart continuously.,Electricity,Medium
CMP_12267,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_12268,One of the external streetlights near the parking lot is rally flickering.,Security,Low
CMP_12269,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12270,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_12271,Sparking and a burning plastic smell coming from the distribution board near room 312.,Electricity,Critical
CMP_12272,"The swimming pool water is rally green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_12273,The ceiling fan in room 136 is making a slight clicking sound.,Hostel,Low
CMP_12274,"The corridor lights on the ground floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_12275,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_12276,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_12277,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_12278,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_12279,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_12280,Severe water leakage from the ceiling in room 483 damaging personal belongings.,Hostel,High
CMP_12281,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_12282,The ceiling fan in room 405 is making a slight clicking sound.,Hostel,Low
CMP_12283,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_12284,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_12285,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_12286,The ceiling fan in room 273 is making a slight clicking sound.,Hostel,Low
CMP_12287,"the floodlights on the football ground are nt turning on, stopping evening practice.",Sports,Medium
CMP_12288,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_12289,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_12290,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_12291,Several pages are torn or missing from the core reference book for course code CS-101.,Library,Medium
CMP_12292,Oscilloscope number 28 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_12293,The projector screen in classroom 114 is manually jammed and won't roll down smoothly.,Academic,Low
